用户id,用户,评论日期,评论内容
5679680490,William043,Sat Jan 28 17:26:27 +0800 2023,郭导！周边卖爆啦！
1041762450,CNC-double,Sat Jan 28 17:24:05 +0800 2023,[抱一抱]真的很棒 流浪地球
2653564342,不追剧hoho,Sat Jan 28 17:21:11 +0800 2023,好好休息，想看球3[哈哈]
2316397177,稍纵即逝的风语,Sat Jan 28 17:20:37 +0800 2023,国庆能否相约球3？？[流浪地球2][流浪地球2][流浪地球2]
3258879750,啃玉米的喵酱,Sat Jan 21 20:53:27 +0800 2023,小孩子可以看吗？
7081880816,小六同学06,Sun Jan 22 15:49:14 +0800 2023,马上拍上海堡垒2
1765396121,未成长的Zeus,Sun Jan 22 12:16:50 +0800 2023,可惜没有达叔了
6372603359,漫步星灯,Sun Jan 22 12:03:12 +0800 2023,吴京第一部不是牺牲了吗
5679617653,Aka阿君,Fri Jan 20 21:02:02 +0800 2023,"[流浪地球2][流浪地球2][流浪地球2]遗憾初一影院没排IMAX,忍不住所以先买了普通场,二刷IMAX必冲!!!"
6825777666,今天炫八碗大米饭,Fri Jan 20 21:10:14 +0800 2023,第二部一定要去电影院看看影评都不错的
6159745935,爱吃麻辣不加葱,Sun Jan 22 13:16:19 +0800 2023,真的太牛了流浪地球
2867758242,花生酱Js,Sun Jan 22 17:32:23 +0800 2023,我觉得真的难看，第一部真的好看
2925507107,亲爱的阿卡栗,Mon Jan 23 07:28:50 +0800 2023,比1好看，没有看了让人火大的熊孩子。
5850740645,美食就是让我快乐,Fri Jan 20 21:10:52 +0800 2023,今年最值得期待的影片
5265457542,医医0901,Sun Jan 22 17:12:20 +0800 2023,没有了月球保护我们的小破球，我们能抵挡住宇宙中的未知危险吗？期待第三部！
3234531252,__麦辣鸡翅__,Tue Jan 24 00:21:40 +0800 2023,我只能说觉得不好看的人九傻一呆
5661283882,兔酱哈哈哈,Sun Jan 22 17:24:19 +0800 2023,真的太好看了！！！没想到中国科幻电影能一下子进步到这个程度！震撼！激动！！！
5799328759,保质期社会变质人偶,Tue Jan 24 00:18:21 +0800 2023,一堆人说看不懂烂片的到底是哪里你觉得不好啊……说出来大家一起互相辩论一下。我是真的疑惑哪些地方大家的理解差别这么大。
2971089014,清水良,Sun Jan 22 11:42:00 +0800 2023,北京堡垒：这次轮到我了
1886861225,东西南北zhong,Sun Jan 22 18:06:32 +0800 2023,垃圾电影
5657281387,努力搬砖的考试喵,Fri Jan 20 21:10:28 +0800 2023,我们这边有排片，已经买了电影票了！
1455741293,易凡声,Sun Jan 22 15:05:11 +0800 2023,比第一部好，真的很好看，我太喜欢了！
3291615530,ruir徐,Mon Jan 23 23:13:42 +0800 2023,说实话我没开进去 三小时长 我睡了两大 中途醒来看了一会 又睡着了
5367516577,2013上山打老虎,Mon Jan 23 19:11:34 +0800 2023,太棒了！真的！他没有去定义谁对谁错，没有一些西方电影的非要来个所谓正义邪恶。都是为了生命为了全人类。一个人是人，所有人也是人。
2284319264,zhen-nier,Sun Jan 22 19:51:51 +0800 2023,烂片
7077010459,青陆再难觅,Fri Jan 20 21:09:32 +0800 2023,，想跟集美一起去看
1430385775,honey奔雷,Sun Jan 22 17:59:53 +0800 2023,美国和英国大片好人都是自己，坏人都是俄国人，嗯，现在还有中国人西方从未放弃意识形态输入的。
1160583534,凯茜的猫,Sun Jan 22 16:13:06 +0800 2023,终于看到评价提到人类命运共同体这个词了～感谢第一部让我提前了看中国特效大片的时间，冲着特效也必须巨幕支持郭导，赚了钱好继续拍哈～�
2874107184,llorizhang,Mon Jan 23 00:01:14 +0800 2023,没有人觉得很难看吗？
6382313760,雕爷仙气溢出,Sun Jan 22 17:17:49 +0800 2023,看的我有点懵  我闺蜜坐边上说这是流浪月球？他们要去月球？ 我看了她一会才反应过来
1871971373,我的老板是呆哔,Mon Jan 23 20:12:29 +0800 2023,不要被好评蒙骗了烂就一个字。
2596197277,无形飞宇,Sun Jan 22 19:32:51 +0800 2023,刚带家人看完，只能说燃，精彩
2935129154,鬼草__,Tue Jan 24 02:59:18 +0800 2023,确实比想象中好看很多，从太空电梯就开始惊艳
1552335251,小南人的小日子,Mon Jan 23 13:33:34 +0800 2023,真的难看的要死。浪费钱强行煽情还装逼拖拉的要死，看的我想打人
1776814997,崇_yi_环卫求证,Sun Jan 22 20:42:08 +0800 2023,客观评论，睡着了4次破纪录
5706597555,室长正牌夫人,Fri Jan 20 21:10:56 +0800 2023,好想看！期待上映
3969442123,与妳说,Mon Jan 23 19:25:50 +0800 2023,还不如新闻联播好看
2315198803,挽流年0818,Sun Jan 22 22:28:33 +0800 2023,刚看完，我觉得挺好看的
2751535975,Lynn_lmm,Thu Jan 26 09:49:37 +0800 2023,看电影的时候就一直觉得太牛了   这个无限的创造力 太空天梯  发动器装置的启动  还有属于国人的信仰和精神 这就是我们我们中国的科幻片 希望创作团队可以看到我们的喜欢并坚持下去<span class="url-icon"><img alt=[心] src="https://h5.sinaimg.cn/m/emoticon/icon/others/l_xin-43af9086c0.png" style="width:1em; height:1em;" /></span><span class="url-icon"><img alt=[心] src="https://h5.sinaimg.cn/m/emoticon/icon/others/l_xin-43af9086c0.png" style="width:1em; height:1em;" /></span><span class="url-icon"><img alt="[苦涩]" src="https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/7e/2021_bitter_org.png" style="width:1em; height:1em;" /></span><span class="url-icon"><img alt="[苦涩]" src="https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/7e/2021_bitter_org.png" style="width:1em; height:1em;" /></span>
1867418307,雯子酱16,Sun Jan 22 19:46:45 +0800 2023,今天我看的那个场满人，带小朋友看的的慎重，时间太长了，管不住自己的熊孩子就不要看这个…… 还有，最后半个钟真的好精彩，很明显感觉到大家注意力都猛的拉回了，前面有些比较多个人渲染气氛台词的有人睡着了，但是最后半个钟真的特别精彩~<span class="url-icon"><img alt=[爱你] src="https://h5.sinaimg.cn/m/emoticon/icon/default/d_aini-09d5f3f870.png" style="width:1em; height:1em;" /></span>
7095624587,毛加蛋儿,Sun Jan 22 19:15:43 +0800 2023,吴京永远不会让人失望
5437638104,秋风落叶zyh,Fri Jan 20 22:15:07 +0800 2023,上映了吗，都开始打分了
2206410394,宁檬话,Tue Jan 24 00:06:45 +0800 2023,感觉把立意拔的很高，但是故事线走太多导致很多情绪没有点到位就一笔带过了，强行高潮，有一些伏笔但是最后的揭秘有点无趣，总的来说还是1好看
2487435971,您有事儿嘛儿,Mon Jan 23 23:59:43 +0800 2023,没看懂
2975815310,闻说琴音好,Mon Jan 23 19:39:13 +0800 2023,超级好看！！！！由于击中我太多的点了。不知道从何夸起！！！完全没有预料到的剧情发展！！还有数字人类 人工智能的探讨真的超过了我的预期。人类手动点燃核弹炸毁月球……比第一部激光枪扫射木星更让人头皮发麻啊
5018622940,一只软泥怪丶,Sun Jan 22 16:26:56 +0800 2023,昨晚就预售票了
1867713023,WHWFocus,Fri Jan 20 22:11:39 +0800 2023,买好4张票大年初一看《流浪地球2》，有些看了首映的说刘德华角色不错更期待了[流浪地球2][流浪地球2]
1909697347,往进翻,Tue Jan 24 19:13:00 +0800 2023,对影迷来说，小破球2只要挣了钱可以拍3就无限满足了，争票房啥的没兴趣了
1784659950,捕光学家,Tue Jan 24 12:21:42 +0800 2023,“没有人的文明毫无意义” 流浪地球2牛逼
1829993191,Stephanie姗珊,Sat Jan 28 16:09:23 +0800 2023,为什么说不好看就要被骂智商低？？三小时光关注特效吗？剧情呢？节奏呢？以及想要玩的梗，好笑吗？我真的笑不出来，影院一个笑声都没有。一个科幻片，如果评价大多都是特效做的不错，是对影片的赞美吗<span class="url-icon"><img alt=[允悲] src="https://h5.sinaimg.cn/m/emoticon/icon/default/d_yunbei-a14a649db8.png" style="width:1em; height:1em;" /></span>我不敢苟同。
2182327627,lienyy,Tue Jan 24 01:45:34 +0800 2023,真的好牛逼啊，我没看过1，今晚去看了觉得好震撼！我们国家也能拍这样的片，好多引人思考，好几处都想流泪
2884530800,奶司兎米球,Sun Jan 22 19:51:03 +0800 2023,非常好看！还想二刷
1794947180,路人S君,Fri Jan 27 00:08:20 +0800 2023,从1到2的进步确实相当大，科技冰冷的机械感与人类情感的浪漫感融合得绝美，很牛
1498309537,罗毅峰,Mon Jan 23 21:22:04 +0800 2023,确实拍的比流浪地球第一部还要好。
2075775021,太阳照常升起LJW,Sun Jan 22 23:06:15 +0800 2023,别硬吹了 吴京还是喊式演技
6319950001,葡萄哆哆哦,Tue Jan 24 00:30:02 +0800 2023,默默的说差点睡着
2136269411,大友寳,Sun Jan 22 19:38:35 +0800 2023,刘德华戏份绝对是当之无愧的主演啊，怎么弄个特别演出？
5888452838,粉丝权微,Tue Jan 24 08:59:34 +0800 2023,今年最值得去流浪地球
2850454905,ElfeTAL-精灵山谷-布偶猫,Tue Jan 24 04:57:39 +0800 2023,烂片：没事，下次我直接把门炸了
3636213261,新京臭11,Tue Jan 24 02:42:48 +0800 2023,好多人说看不懂，是因为有一条隐藏了主线。数字生命计划因为moss的意外诞生成功了。并且那一批研究员都被转换成了数字生命，虽然他们自己并不知道。经过moss计算延续文明的最佳方式是全员转换，但这这研究院也分俩派，大部分支持全员转换的数字派，少部分以刘德华为首的人类派。
7616922271,来四杯奶茶,Tue Jan 24 00:56:18 +0800 2023,超好看，已经开始期待第三部了
1424200073,玉树琼枝Q,Mon Jan 23 23:44:00 +0800 2023,刚刚从流浪地球2的影房出来，心情非常激动，比流浪1好很多，尽管看1的时候心情也非常激动。这种科幻电影体现了一个国家的电影工业化程度以及科技发展水平，希望中国以后这种高品质的科幻系列的电影越来越多。
1731672204,唯多多,Mon Jan 23 22:49:53 +0800 2023,Imax非常可
5579758463,我想给你俩窝窝,Sun Jan 22 19:39:06 +0800 2023,我觉得不如电视剧三体 三体才是牛逼
7511222167,冰墩墩去滑雪,Sun Jan 22 17:34:57 +0800 2023,可以拍上海堡垒2了
1247988642,小宇宙-Sunny,Tue Jan 24 16:30:08 +0800 2023,那个小女孩一直，爸爸，爸爸，听得好烦
3212264260,hinpenger,Tue Jan 24 10:29:00 +0800 2023,为什么全是满江红的宣传，几乎看不到流浪地球2的宣传
3032103401,Elsa忙着可爱,Tue Jan 24 00:38:09 +0800 2023,看之前满满期待 看完只想说真牛 强推
6255530131,精致的裤腿,Sun Jan 22 14:48:20 +0800 2023,期待一波[苍雷引]
6112540777,素人张三李四,Sun Jan 22 11:58:03 +0800 2023,狠狠期待了
6495136295,满杯乌云1,Fri Jan 20 21:58:32 +0800 2023,我怎么记得上次是imax3d 这次变imax2d了
5141039045,全世界最可爱的奥宝,Thu Jan 26 23:17:23 +0800 2023,真的好好看！看泪目好几次
5684735836,很好的一个兔,Wed Jan 25 16:23:47 +0800 2023,<a  href="https://weibo.com/p/100120188865?luicode=20000061&lfid=4860090991515802" data-hide=""><span class='url-icon'><img style='width: 1rem;height: 1rem' src='https://h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_movie_default.png'></span><span class="surl-text">流浪地球2（2023）</span></a> 流浪地球2我是真的觉得好看，准备在去支持一遍，争取能看到球3上映
5501118554,瑜笙有狸,Wed Jan 25 01:11:07 +0800 2023,小破球给我冲啊
3166772420,钟小缡,Tue Jan 24 17:24:08 +0800 2023,昨天看的满江红，今天看的球二，不是谁的粉，但真的小破球真的太恢宏了，从看大刘，所以伏笔大部分都直接能看懂，很激动，很爽，并且特效完全服务剧情不浮夸，给小破球点赞！再说满江红，这俩不是一个赛道的，都很棒，我觉得没啥可比性，都值得一看
2194963411,科比是男神,Tue Jan 24 07:30:32 +0800 2023,我看睡着了
5710238822,AA橙子粥,Sun Jan 22 20:02:13 +0800 2023,真的好看吗
2652619650,绯羽stardust,Sun Jan 22 19:54:01 +0800 2023,确实相当《流浪地球2》看完，温馨提醒观影前少喝水，因为真的全程无尿点有了第1步的加持之后，第2部明显资金到位了�，演员更大牌了，故事结构更恢宏了，整体更大气了，讲故事和拍摄都更从容了。期待第三部！
5335062173,BONBON小少,Sun Jan 22 18:49:40 +0800 2023,普世价值是一个贬义词 建议博主还是不要随便用了吧（非杠）
5109988150,Eaithm,Sun Jan 22 13:58:44 +0800 2023,哈哈哈
2484960417,一只猫罐,Mon Jan 30 15:37:54 +0800 2023,我二刷三刷的场次有很多小朋友  但是 他们都看得很认真 没有睡觉 没有吵闹 所以看不看得懂 喜不喜欢球2只在于自己有没有代入
1875619757,昨夜西风梧桐叶,Sat Jan 28 14:50:51 +0800 2023,昨天看了深海，洋洋洒洒写了一些影评，今天看完只想说，中国电影怎么突然这么��？没错，我词穷了，只能想到��，大家都去看流浪地球2⃣️吧！我要二刷！让它上第一！
5271595480,轩皓成长记,Sat Jan 28 11:24:30 +0800 2023,广州什么时候呢？
6036252120,是王杨,Fri Jan 27 22:30:11 +0800 2023,尊的很好看
5350266504,割禾vd,Fri Jan 27 18:52:51 +0800 2023,本来看了满江红觉得还可以，今天看了流浪地球2，觉得完全没可比性，满江红还差些意思，流浪地球真的很可以
3501599844,AKA虐菜大王,Fri Jan 27 17:57:34 +0800 2023,说实话看困了
1946147733,婉華Harriet,Fri Jan 27 12:07:18 +0800 2023,昨天看凌晨场，大半夜看的情绪高昂同意你的每一个字
1570847082,DB尚仔凸,Thu Jan 26 11:38:42 +0800 2023,刚刚看完，真的好棒！
7297164163,乐-平安喜乐,Thu Jan 26 09:36:43 +0800 2023,震撼
7362684284,Civil1688,Thu Jan 26 01:25:38 +0800 2023,刚看完，只想说，中国未来50年的科幻电影电视剧，全靠刘慈欣了，够你们拍50年了，别来上海堡垒这种东西了
2319487500,May_酥酥,Thu Jan 26 00:34:40 +0800 2023,中途睡了
3161058930,鱼香茄子大米饭,Wed Jan 25 21:46:55 +0800 2023,up
2412021841,YY_Ran_Mu,Wed Jan 25 19:32:42 +0800 2023,真的好好看！！！！想二刷
5828442890,愤怒的蜜蜂_22420,Wed Jan 25 18:19:51 +0800 2023,我推荐流浪地球2，一个底层老百姓2个我都看了，满江不做评价咱也不敢说，咱也不敢问就单纯推荐一个值票价的电影，流浪地球2中国电影之光，不用说啥个人审美的问题，好就是好，正常人的眼光看就是好，有人非觉得凤姐比刘亦菲好看我没办法，毕竟我是吃自己地里粮食的饭，不吃互联网的饭，不能亏心。
5538499864,simpleton54832,Wed Jan 25 12:17:07 +0800 2023,唯一一部特效和剧情可以和好莱坞大片抗衡甚至超越的中国电影
5970232930,叮了个叮kl,Tue Jan 24 22:37:26 +0800 2023,牛逼！！这电影看着真爽
1586377000,你耍赖耶,Tue Jan 24 17:59:29 +0800 2023,真的很好看又感人 我听到了抽泣声
5729225891,鹿门草木青,Tue Jan 24 15:50:25 +0800 2023,提醒大家，全网很多人跟博主一样，最最重要的封神核心……没说…………或者也有一部分看了的人没看出来。我不吐不快……“时空”“平行宇宙”……
1683088797,污佰佰,Tue Jan 24 15:33:48 +0800 2023,上海堡垒：我来了
2075775021,太阳照常升起LJW,Tue Jan 24 12:16:16 +0800 2023,看完感觉为科幻而科幻 2044年了 歼20垂飞+苏57 无人机大规模异常起飞那么久下边人都等着挨炸 导弹攻击太空电梯还得贴到电梯上 直接炸不好吗 吴老板战狼模式 总之呵呵<span class="url-icon"><img alt=[裂开] src="https://h5.sinaimg.cn/m/emoticon/icon/default/fc_liekai-9df295d44f.png" style="width:1em; height:1em;" /></span>
1726168205,明少貞臣院,Tue Jan 24 00:38:47 +0800 2023,建议去看看各大卖票网站下面哦评论
7538227606,ALWAYS示今,Tue Jan 24 00:04:49 +0800 2023,数字智能跟多维空间相连是真的牛批
5272348073,betago_558,Mon Jan 23 23:42:07 +0800 2023,带着亲戚朋友贡献了九张票，把单位发的电影卡全花完了，场子爆满，但是全场鸦雀无声的，太震撼
7280936651,诗人的野猫Rainco,Mon Jan 23 23:10:09 +0800 2023,牛逼！
2658144117,Jenny要早睡吖,Mon Jan 23 19:54:24 +0800 2023,[2023]真的很好看，超赞
6185189927,图160M2-79,Mon Jan 23 13:41:39 +0800 2023,雪健老师每次出场，那精气神、那消瘦的面容、那发型、那姓氏、那身中山装和左上衣兜上的徽章（虽然不是“为人民服务”）……总是让我不由自主的联想到我们的总理。
6069813464,冬日么么茶1920,Sun Jan 22 23:32:50 +0800 2023,关上吧真的
6461037000,梗秋_Cunese,Sun Jan 22 20:42:43 +0800 2023,还没看
2294948540,鱼逝水皈依,Sun Jan 22 20:01:06 +0800 2023,看到有人说时间太长了，我就纳闷，阿凡达2的时候怎么没人说时间长
2681532010,婧大Boa兒,Sun Jan 22 18:11:39 +0800 2023,哇
2132105072,rainryoma,Sun Jan 22 17:34:44 +0800 2023,//<a href='/n/瓶装焰火'>@瓶装焰火</a>:回复<a href='/n/刘芒69'>@刘芒69</a>:以数字生命形式在作品中永生//<a href='/n/未成长的Zeus'>@未成长的Zeus</a>:可惜没有达叔了
3976969423,西瓜板栗菠萝稞,Wed Jan 25 00:44:00 +0800 2023,为什么刚看完出来刷评论感觉捧这么高啊？?剧情拖沓，好多烂梗，我都笑不出来
6987874996,JHCARROT-,Tue Jan 24 18:25:21 +0800 2023,球真的值得更好的评价更棒的票房成绩电影刚开始我就被特效震撼到说不出话，脱口说的第一句是“这也太tm酷了”，真的不禁感叹背后人员的用心。2相比1展现了一个更宏大跨时代的故事背景，也展现了更精良的特效呈现！全体剧组人员和刘慈欣老师为我们带来的这部伟大作品值得让大家看见
2971733991,a桐木flying,Tue Jan 24 06:55:07 +0800 2023,现在已经不想和没看过流浪地球2的人说话了
5643535004,未果的围脖2014,Tue Jan 24 05:25:25 +0800 2023,不是那么好看，看的我都睡了
2697630223,ZHENG爱笑,Tue Jan 24 02:53:02 +0800 2023,没想到经常上综艺的沙溢老师，演技还是很不错的～这点是我没想到的
7672156547,氵Prudence寒vin,Tue Jan 24 00:33:04 +0800 2023,看到300人牺牲的时候我在影院偷偷敬礼了
5763752425,猜猜木麻的小媳妇,Mon Jan 23 23:37:42 +0800 2023,期待流浪地球第三部
2335381497,放开那只熊猫呀,Mon Jan 23 23:32:31 +0800 2023,第二部的论调真的太强了环境和生命纠缠，人性和伦理撕扯，觉得看不进去的或者1更好看的还是比较适合去看快餐电影，那种浅显易懂的
2335381497,放开那只熊猫呀,Mon Jan 23 23:22:43 +0800 2023,球2真的牛，路人观众觉得称一句史诗级大片毫不过分
5876073216,小丸xx,Mon Jan 23 12:55:15 +0800 2023,看的睡着了 好无聊
3175906601,乐观boy123,Mon Jan 23 07:22:25 +0800 2023,别尬吹了，看到一个小时，电影院走了一堆人，不知道的还以为爱情片呢
5704943434,honey人生若只如初见-521,Sun Jan 22 21:41:15 +0800 2023,感觉比第一部更好看，希望，责任，团结……诠释的特别好
2715539683,Barnett---,Sun Jan 22 18:35:12 +0800 2023,一定要去电影院看，电视手机上感受不到方舟摧毁由电梯坠落的震撼，特效做的已经可以走在前面了
7002302617,壹知半,Sun Jan 22 16:21:53 +0800 2023,堡垒2：无所谓我会出手
3376379354,小雨家的秋秋,Sun Jan 22 13:55:17 +0800 2023,真好看，剧情优于特效，完全合情合理，感动
5645677436,是番茄怪o,Mon Jan 30 12:48:40 +0800 2023,昨天刚看完，太空电梯那儿有很强的视觉冲突，故事线也较完整，立意深格局大，我觉得数字生命还挺有趣的，不知道第三部能不能展开讲讲
2671862383,嫣嫣君子-,Mon Jan 30 10:01:10 +0800 2023,真的是不好看，没有一点剧情  明明是中国片 但是很多都弄个英文 科技也就那样 何必吹，同行的5个人都说不好看 电影院都能听到打呼声。
7248197925,无敌蜡笔布丁,Thu Jan 26 19:20:31 +0800 2023,我老公看流浪2睡着了，我也觉得只剩科幻了。另外学测试技术的人看到一堆电器接口类浸泡在水里真tm笑死，是挺没有常识的……
7115577553,雨将渐疏渐停,Thu Jan 26 18:32:56 +0800 2023,难看死了还五星野鸡榜吧呵呵
1849161303,奶胖喵喵,Wed Jan 25 17:45:17 +0800 2023,有一句实话吗 真的难看
1916309235,echokkk,Wed Jan 25 00:47:49 +0800 2023,好看就是好看，不好看就是不好看，不要一来给观众扣帽子“中国科幻电影大门，不要再被谁关上了。”中国科幻电影要不免费给我们看，不要我们掏钱好吗
6573572148,雪盺梅,Tue Jan 24 14:37:57 +0800 2023,回头看了一，熊孩子有点尬，场面有点小，还是二好看，期待第三部！不过书里叛军那段不好拍啊！失控了的群体，简直就是噩梦，而站在所有幸存者对面的英雄，最后是会被自己拯救的人类彻底遗忘吧？第三部又期待，又害怕……
1760239815,冯意脂这名字太美了是吧,Tue Jan 24 10:12:44 +0800 2023,真的，虽然看的不太懂，但全程再说牛逼，亮灯的那一瞬间真的想发自内心的起来鼓个掌，中华电影真的一绝
1710315320,Shl晴,Tue Jan 24 02:28:53 +0800 2023,真的难看，第一个小时开始就反馈，后面实在忍不住走了。剧情拖拉，故事线又多。难看
2100286207,深夜恰泡面,Tue Jan 24 00:16:08 +0800 2023,今年没有上海堡垒2是我最不满意的一点
6932375618,小雷来啦要喂你,Mon Jan 23 23:01:56 +0800 2023,个人觉得不如第一部，前面的特效都还是很不错的，剧情却略显粗糙，感觉有些地方圆不上，最想吐槽的是后面强行泪点很一般吧感觉
1655048387,知道个啥123456,Mon Jan 23 19:02:57 +0800 2023,烂片
1481041737,孙晓美128,Mon Jan 23 16:24:12 +0800 2023,刚看完，特意来留言，真的好看，谢谢郭帆导演谢谢全体主创！！！！
1630796887,泓住_Redrop,Mon Jan 23 01:51:29 +0800 2023,上海堡垒2：请随手关门
2256195355,Orrrrrr-,Sun Jan 22 23:43:46 +0800 2023,太失望了
7330286809,Denny-7a,Sun Jan 22 19:47:59 +0800 2023,李雪健老师的演技很在线，但这个角色戏份太多了，很让人跳戏
2946638004,鹿露1995,Sun Jan 22 19:41:06 +0800 2023,一家人去看的，刚看结束。 全场104人，二分之一的人看着看着睡着了，嗯，是挺好看。
5529190838,慵懒小兵,Sun Jan 22 19:39:05 +0800 2023,别人的评价，我觉得挺好看的
,521随风飘散,Fri Jan 27 08:39:27 +0800 2023,第一部吴京撞木星，第二部前传，第三部平行时空穿越利用数字模拟，把第一部的撞木星变成数字意向的假设人物，也就是刘德华死了活在数字里。那吴京就是数字里的没了，撞木星了，真实的自己在休眠舱。所有影像都是数字意识。用更高于地球的文明化解危机。让未来的地球没有太阳危机。
5301024763,不用换就这个了,Fri Jan 27 08:30:32 +0800 2023,上海堡垒虽迟但肯定会到[doge]
1745082212,妈妈那边有个叔叔好奇怪,Fri Jan 27 01:04:30 +0800 2023,上海堡垒:放心吧这门我在里面顶着呢
2791784245,番茄炒了个蛋丶,Fri Jan 27 00:31:41 +0800 2023,真的有种一哈看懂了一哈懵了的感觉[摊手]3个小时靠坚持看完
7744274853,煎炸蒸煮红烧大神,Fri Jan 27 00:27:15 +0800 2023,这部让我觉得好的其中一个地方，确实是民族主义这块处理得非常恰当，同意你的观点
2241509352,夏倩倩ying,Fri Jan 27 00:13:47 +0800 2023,真的难看
3916154080,范胤禛,Thu Jan 26 23:48:02 +0800 2023,说实话，不如第一部
5747537727,风正帆悬进行时,Thu Jan 26 19:13:34 +0800 2023,煎熬。粗暴煽情让人尴尬至极，故事讲得冗长稀碎。
7394963915,姬帝585,Thu Jan 26 18:57:04 +0800 2023,nb
2780817007,我家的明珠大人,Thu Jan 26 18:50:11 +0800 2023,真的很好看，看的时候就想着让这部电影也想让外国人也看看
2292307121,良人未之,Thu Jan 26 18:40:34 +0800 2023,流浪地球2真的牛逼[打call]
5693371872,扬帆欣情,Thu Jan 26 17:46:18 +0800 2023,真的一定要去影院看，更有震撼感
5459832285,宇宁圈外大表姐,Thu Jan 26 17:10:26 +0800 2023,下午刚刚全家一起看的，真的好棒，有热血，有热泪，有未来。
1767144543,东喜西福,Thu Jan 26 17:04:29 +0800 2023,希望不要出上海堡垒2！[哈哈][哈哈][哈哈][哈哈][哈哈]
1915820153,哼_一个能打的都没有,Thu Jan 26 17:03:19 +0800 2023,不好看
6112275747,白衣飘飘0,Thu Jan 26 15:02:38 +0800 2023,去看了，真的很不错，中国人的故事带有中国式的浪漫和情怀，这是中国自己的科幻片，真的很骄傲！
1889799871,黎涓的窝,Thu Jan 26 15:01:22 +0800 2023,一个50岁女性喜欢流浪地球2
7577964738,朱莉娜大宝贝,Thu Jan 26 14:52:55 +0800 2023,什么时候播出，什么时候上映？
1570564680,股市救星丘吉尔,Thu Jan 26 14:17:47 +0800 2023,非常棒非常有诚意的一部硬科幻电影，说不好看的巨大多数是为了黑而黑不，去电影院看大家评价都非常高啊。极少数可能没看懂，毕竟科幻烧脑，并不适合每个人。
6129886099,是L悦悦呀,Thu Jan 26 14:13:40 +0800 2023,看哭了
1889799871,黎涓的窝,Thu Jan 26 13:36:41 +0800 2023,喜欢流浪地球2，不容反驳
3981930956,深情只为e,Thu Jan 26 13:02:26 +0800 2023,破50�����
3195701923,Mr_木青,Thu Jan 26 12:32:33 +0800 2023,评价很中肯
1843385404,丧心病狂丶孙悟空,Thu Jan 26 12:10:24 +0800 2023,这回可能要被满江红给把门关上了
3871612907,美丽善良无敌可爱百利甜,Thu Jan 26 09:47:14 +0800 2023,球2真的好看！安利安利[good]
7513123095,野孩子7uili,Thu Jan 26 04:01:21 +0800 2023,看到一半中途离场，[苦涩]我觉得没流浪1好看！！
2658078643,看得见不如看不见,Thu Jan 26 01:22:25 +0800 2023,这个世界奇怪到接受不了差评
1749000220,Yevatta,Thu Jan 26 01:16:15 +0800 2023,感觉可以有底气的说一句《沙丘》是个小垃圾[doge][doge][doge]希望《沙丘2》能打我脸
5124286854,干饭艺术家EA,Thu Jan 26 01:10:06 +0800 2023,太牛了太牛了 很难想象中国电影会去探讨数字人类和实体人类这个话题，感谢流浪地球[good]
2153351027,盈莲歌,Thu Jan 26 00:12:45 +0800 2023,真的很喜欢，全程无尿点，节奏紧凑，逻辑合理，也很感人，还有笑点，精彩人物群像，特效好，就是综合各个方面都没有短板，厉害�
7432925765,佛铃ll,Wed Jan 25 23:17:42 +0800 2023,真的很好看！
5815629833,Cc橙成成,Wed Jan 25 23:17:14 +0800 2023,身边座位都在看手机
7512814118,Only-Growl,Wed Jan 25 22:27:57 +0800 2023,大片就应该在电影院看[赢牛奶]
5487436687,水木鲸鲸,Wed Jan 25 22:06:46 +0800 2023,真的好看！
1830980684,Anita瑩儿,Wed Jan 25 21:59:23 +0800 2023,太牛了 好看好看 不过瘾 想赶快出3
1886779331,螺蛳粉快乐水,Wed Jan 25 21:29:27 +0800 2023,比第一部好看！超喜欢的
1945946171,安慕希男孩子,Wed Jan 25 20:49:54 +0800 2023,完全看不懂，为什么有吴京的都会有迷彩[笑cry]看得我一脸懵逼 http://t.cn/A69jsJm6
3160189562,艾妹儿1994,Wed Jan 25 20:11:33 +0800 2023,强烈推荐
1880699812,johnpatlabor,Wed Jan 25 18:38:10 +0800 2023,好看，初六二刷
5155072769,林小盏zz,Wed Jan 25 18:22:32 +0800 2023,冲冲冲！！！小破球
2481078747,可可狮子猫,Wed Jan 25 17:25:20 +0800 2023,三体看不太懂，这个没尿点阿 ，以前灭霸那部有睡着//@清风时代的千寻路:影院音响开的超级大，姐妹睡眠质量挺好//@ruir徐:说实话我没开进去 三小时长 我睡了两大 中途醒来看了一会 又睡着了
2010089325,天之骄子呃,Wed Jan 25 16:43:00 +0800 2023,确实不错，进步显而易见，中国电影在崛起[赞]
5513509032,火火火火火火火火哈,Wed Jan 25 14:12:29 +0800 2023,流浪地球太值得了！太多细节了 真有被戳到[跪了]
5307203301,啊啊啊啊嚏,Wed Jan 25 14:12:05 +0800 2023,关键我看不懂啊
6011777705,东鸭鹅鹅鹅,Wed Jan 25 13:36:30 +0800 2023,喜欢人类命运共同体的概念[苦涩]
6209181854,magicolme,Wed Jan 25 13:35:44 +0800 2023,波澜不京的说一句，吴京同志不演差片 [赞]
